,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
85,/organization/chil-semiconductor,CHiL Semiconductor,|Semiconductors|,Semiconductors,USA,CA,Los Angeles,El Segundo,/organization/international-rectifier,International Rectifier,|Semiconductors|,Semiconductors,USA,CA,Los Angeles,El Segundo,2011-02-28,2011-02,2011-Q1,2011.0,75000000,USD,21700000
87,/organization/circulite,CircuLite,|Health Care|,Health Care,USA,NJ,Newark,Teaneck,/organization/heartware-international,HeartWare International,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Framingham,2013-12-02,2013-12,2013-Q4,2013.0,30000000,USD,62500000
90,/organization/clearwell-systems,Clearwell Systems,|Ediscovery|Enterprise Software|,Ediscovery,USA,CA,SF Bay Area,Mountain View,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2011-07-11,2011-07,2011-Q3,2011.0,410000000,USD,29000000
93,/organization/composite-software-inc,Composite Software,|Web CMS|Content|Software|,Web CMS,USA,CA,SF Bay Area,San Mateo,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2013-06-20,2013-06,2013-Q2,2013.0,180000000,USD,14650003
95,/organization/contrail-systems,Contrail Systems,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2012-12-13,2012-12,2012-Q4,2012.0,176000000,USD,10000000
99,/organization/corventis,Corventis,|Health Care Information Technology|Health Care|Health and Wellness|Medical Devices|,Health Care,USA,CA,SF Bay Area,San Jose,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,2014-05-20,2014-05,2014-Q2,2014.0,150000000,USD,10000006
100,/organization/cotendo,Cotendo,|Content Delivery|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,2011-11-27,2011-11,2011-Q4,2011.0,268000000,USD,36000000
101,/organization/coverity,Coverity,|Open Source|Enterprise Software|,Open Source,USA,CA,SF Bay Area,San Francisco,/organization/synopsys,Synopsys,|Design|Semiconductors|Software|,Software,USA,CA,SF Bay Area,Mountain View,2014-02-19,2014-02,2014-Q1,2014.0,375000000,USD,22000000
102,/organization/cpower,CPower,|Clean Technology|,Clean Technology,USA,NY,New York City,New York,/organization/constellation-energy,Constellation Energy,|Energy|,Energy,USA,MD,Baltimore,Baltimore,2010-09-19,2010-09,2010-Q3,2010.0,78000000,USD,27680000
106,/organization/cubetree,CubeTree,|Web Tools|Networking|Collaboration|Enterprise Software|,Web Tools,USA,CA,SF Bay Area,Redwood City,/organization/successfactors,SuccessFactors,|SaaS|Career Management|Enterprises|Enterprise Software|,Enterprises,USA,CA,SF Bay Area,South San Francisco,2010-05-03,2010-05,2010-Q2,2010.0,50000000,USD,11175000
107,/organization/cue,Cue,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2013-10-04,2013-10,2013-Q4,2013.0,50000000,USD,11500000
108,/organization/cyvek,CyVek,|Clinical Trials|Life Sciences|Biotechnology|,Life Sciences,USA,CT,Hartford,Wallingford,/organization/techne-corporation,Bio-Techne,|Medical Devices|Manufacturing|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Minneapolis,2014-11-04,2014-11,2014-Q4,2014.0,195000000,USD,10450000
113,/organization/dialogic,Dialogic,|Communications Infrastructure|Networking|Software|,Communications Infrastructure,USA,CA,SF Bay Area,San Jose,/organization/novacap,Novacap,|Investment Management|,Investment Management,CAN,QC,Montreal,Longueuil,2014-10-12,2014-10,2014-Q4,2014.0,35300000,USD,39529815
116,/organization/digitalsmiths,Digitalsmiths,|Web Development|Video|Software|,Video,USA,NC,Raleigh,Durham,/organization/tivo,TiVo,|Television|Hardware + Software|,Television,USA,CA,CA - Other,Alviso,2014-01-29,2014-01,2014-Q1,2014.0,135000000,USD,30500000
118,/organization/divide,Divide,|Software|,Software,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2014-05-20,2014-05,2014-Q2,2014.0,120000000,USD,23000000
119,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,2010-06-02,2010-06,2010-Q2,2010.0,323000000,USD,35000000
120,/organization/dropcam,Dropcam,|Video|Hardware|Security|Software|,Video,USA,CA,SF Bay Area,San Francisco,/organization/nest-labs,Nest Labs,|Home Automation|,Home Automation,USA,CA,SF Bay Area,Palo Alto,2014-06-20,2014-06,2014-Q2,2014.0,555000000,USD,47800000
121,/organization/dunenetworks,DuneNetworks,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2009-11-30,2009-11,2009-Q4,2009.0,178000000,USD,12000000
122,/organization/dvs-sciences,DVS Sciences,|Manufacturing|,Manufacturing,USA,CA,SF Bay Area,Sunnyvale,/organization/fluidigm,Fluidigm,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,2014-01-29,2014-01,2014-Q1,2014.0,207500000,USD,14600000
123,/organization/dynatrace-software,dynaTrace software,|Apps|Software|,Software,USA,MA,Boston,Waltham,/organization/compuware,Compuware,|Enterprise Software|Information Technology|Testing|Consulting|Services|Software|,Enterprise Software,USA,MI,Detroit,Detroit,2011-07-06,2011-07,2011-Q3,2011.0,256000000,USD,17900000
124,/organization/edgecast,EdgeCast Networks,|Content|Content Delivery|Web Hosting|,Content,USA,CA,Los Angeles,Santa Monica,/organization/verizon,Verizon Communications,|Mobile|,Mobile,USA,NY,New York City,New York,2013-12-09,2013-12,2013-Q4,2013.0,350000000,USD,74000000
127,/organization/elevation-pharmaceuticals,Elevation Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/sunovion-pharmaceuticals,Sunovion Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Marlborough,2012-08-30,2012-08,2012-Q3,2012.0,430000000,USD,77000000
128,/organization/eloqua,Eloqua,|Marketing Automation|B2B|Sales and Marketing|Enterprise Software|,Enterprise Software,USA,VA,"Washington, D.C.",Vienna,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2012-12-20,2012-12,2012-Q4,2012.0,871000000,USD,35800000
129,/organization/ember,Ember,|Real Time|Video|Mobile|,Real Time,USA,CA,Anaheim,Irvine,/organization/silicon-laboratories,Silicon Laboratories,|Hardware + Software|,Hardware + Software,USA,AL,Huntsville,Huntsville,2012-05-21,2012-05,2012-Q2,2012.0,72000000,USD,20000000
132,/organization/eragen-biosciences,EraGen Biosciences,|Biotechnology|,Biotechnology,USA,WI,Madison,Madison,/organization/luminex,Luminex,|Biotechnology|,Biotechnology,USA,TX,Austin,Austin,2011-06-21,2011-06,2011-Q2,2011.0,34000000,USD,12000000
133,/organization/estech,Estech,|Health Care|,Health Care,USA,CA,SF Bay Area,San Ramon,/organization/atricure,AtriCure,|Medical Devices|,Medical Devices,USA,OH,Cincinnati,West Chester,2013-12-19,2013-12,2013-Q4,2013.0,60000000,USD,27800000
134,/organization/evalve,Evalve,|Health Care|,Health Care,USA,CA,SF Bay Area,Menlo Park,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2009-09-11,2009-09,2009-Q3,2009.0,410000000,USD,60000000
135,/organization/evolution-robotics,Evolution Robotics,|Software|,Software,USA,CA,Los Angeles,Pasadena,/organization/irobot,iRobot,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,MA,Boston,Bedford,2012-09-17,2012-09,2012-Q3,2012.0,74000000,USD,13880000
136,/organization/evolv-on-demand,Evolv,|Career Management|Enterprise Software|Analytics|,Career Management,USA,CA,SF Bay Area,San Francisco,/organization/cornerstone-ondemand,Cornerstone OnDemand,|Enterprises|Career Management|Software|,Career Management,USA,CA,Los Angeles,Santa Monica,2014-10-07,2014-10,2014-Q4,2014.0,44500000,USD,34250000
138,/organization/extend-health,Extend Health,|Finance|,Finance,USA,UT,Salt Lake City,Salt Lake City,/organization/towers-watson,Towers Watson,|Consulting|,Consulting,USA,NY,New York City,New York,2012-05-14,2012-05,2012-Q2,2012.0,435000000,USD,15000000
139,/organization/extend-media,Extend Media,|Video|Software|,Video,USA,MA,Boston,Newton,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2010-08-26,2010-08,2010-Q3,2010.0,80000000,USD,22000000
140,/organization/farecast,Farecast,|Transportation|Travel|Finance|,Transportation,USA,WA,Seattle,Seattle,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,2008-04-17,2008-04,2008-Q2,2008.0,115000000,USD,20600000
144,/organization/flurry,Flurry,|Mobile|Advertising|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2014-07-21,2014-07,2014-Q3,2014.0,200000000,USD,63000000
145,/organization/foliodynamix,FolioDynamix,|Finance|,Finance,USA,NY,New York City,New York,/organization/icg-group,Actua Corporation,|Venture Capital|Financial Services|Professional Services|,Professional Services,USA,PA,Philadelphia,Radnor,2014-09-15,2014-09,2014-Q3,2014.0,199000000,USD,16000000
148,/organization/fraud-sciences,Fraud Sciences,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/paypal,PayPal,|Payments|P2P Money Transfer|E-Commerce|Databases|Finance|,Payments,USA,CA,SF Bay Area,San Jose,2008-01-28,2008-01,2008-Q1,2008.0,169000000,USD,11000000
149,/organization/freewheel,FreeWheel,|Advertising|Video|Television|Enterprise Software|,Advertising,USA,CA,SF Bay Area,San Mateo,/organization/comcast,Comcast,|Web Hosting|,Web Hosting,USA,PA,Philadelphia,Philadelphia,2014-03-02,2014-03,2014-Q1,2014.0,320000000,USD,37049998
152,/organization/gaikai,Gaikai,|Games|,Games,USA,CA,Anaheim,Aliso Viejo,/organization/sony,Sony Corp,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,CA,San Diego,San Diego,2012-07-02,2012-07,2012-Q3,2012.0,380000000,USD,45039999
154,/organization/gemin-x-pharmaceuticals,Gemin X Pharmaceuticals,|Biotechnology|,Biotechnology,CAN,QC,Montreal,Montréal,/organization/cephalon,Cephalon,|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Malvern,2011-03-21,2011-03,2011-Q1,2011.0,525000000,USD,62000000
158,/organization/global-locate,Global Locate,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2007-07-12,2007-07,2007-Q3,2007.0,143000000,USD,33000000
159,/organization/globalscholar-com,globalscholar.com,|Tutoring|Education|Software|,Tutoring,USA,WA,Seattle,Bellevue,/organization/scantron,Scantron,|Software|,Software,USA,MN,Minneapolis,Eagan,2010-12-16,2010-12,2010-Q4,2010.0,140000000,USD,27000000
160,/organization/gloucester-pharmaceuticals,Gloucester Pharmaceuticals,|Medical|Biotechnology|,Medical,USA,MA,Boston,Cambridge,/organization/celgene,Celgene,|Medical|Biotechnology|,Biotechnology,USA,NJ,Newark,Summit,2009-12-07,2009-12,2009-Q4,2009.0,640000000,USD,29000000
163,/organization/gomez-inc,"Gomez, Inc.",|Consulting|,Consulting,USA,MA,Boston,Lexington,/organization/compuware,Compuware,|Enterprise Software|Information Technology|Testing|Consulting|Services|Software|,Enterprise Software,USA,MI,Detroit,Detroit,2009-10-10,2009-10,2009-Q4,2009.0,295000000,USD,49400000
165,/organization/grabcad,GrabCAD,|Finance|Manufacturing|CAD|Curated Web|,Finance,USA,MA,Boston,Cambridge,/organization/stratasys,Stratasys,|3D Printing|Product Design|Manufacturing|,Product Design,USA,MN,Minneapolis,Minneapolis,2014-09-16,2014-09,2014-Q3,2014.0,100000000,USD,12150000
166,/organization/gracenote,Gracenote,|Music|Games|,Music,USA,CA,SF Bay Area,Emeryville,/organization/tribunecompany,Tribune Company,|Publishing|Broadcasting|Curated Web|,Broadcasting,USA,IL,Chicago,Chicago,2013-12-23,2013-12,2013-Q4,2013.0,170000000,USD,33400000
